Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
49833241,Permanent Record,Edward Snowden,"Snowden, Edward",,"=""1250237246""","=""9781250237248""",0,4.30,Metropolitan Books,Kindle Edition,306,2019,2019,,2025/10/23,to-read,to-read (#1077),to-read,,,,0,0
36629199,The Innovation Biome: A Sustained Business Environment Where Innovation Thrives,Kumar Mehta,"Mehta, Kumar",,"=""1632991578""","=""9781632991577""",0,4.00,River Grove Books,Kindle Edition,254,2017,,,2025/10/23,to-read,to-read (#1076),to-read,,,,0,0
28421111,"The Insulin Resistance Solution: Reverse Pre-Diabetes, Repair Your Metabolism, Shed Belly Fat, Prevent Diabetes",Rob Thompson,"Thompson, Rob",Dana Carpender,"=""1627881905""","=""9781627881906""",0,3.91,Fair Winds Press,Kindle Edition,192,2023,2015,,2025/10/23,to-read,to-read (#1075),to-read,,,,0,0
18941764,"Moosewood Restaurant Favorites: The 250 Most-Requested, Naturally-Delicious Recipes from One of America's Best-Loved Restaurants",The Moosewood Collective,"Collective, The Moosewood",,"=""""","=""""",0,4.31,St. Martin's Griffin,Kindle Edition,782,2024,2013,,2025/10/23,to-read,to-read (#1074),to-read,,,,0,0
20211434,The Essential Rumi,Jalal ad-Din Muhammad ar-Rumi,"ar-Rumi, Jalal ad-Din Muhammad","Coleman Barks, John Moyne","=""""","=""""",0,4.39,HarperOne,Kindle Edition,404,2010,1273,,2025/10/23,to-read,to-read (#1073),to-read,,,,0,0
27524364,Right Concentration: A Practical Guide to the Jhanas,Leigh Brasington,"Brasington, Leigh",,"=""083480302X""","=""9780834803022""",0,4.37,Shambhala,Kindle Edition,257,2015,2015,,2025/10/23,to-read,to-read (#1072),to-read,,,,0,0
50917559,"Cool Beans: The Ultimate Guide to Cooking with the World's Most Versatile Plant-Based Protein, with 125 Recipes",Joe Yonan,"Yonan, Joe",Aubrie Pick,"=""0399581499""","=""9780399581496""",0,3.58,Ten Speed Press,Kindle Edition,240,2020,2020,,2025/10/23,to-read,to-read (#1071),to-read,,,,0,0
31147650,"The Good Living Guide to Natural and Herbal Remedies: Simple Salves, Teas, Tinctures, and More",Katolen Yardley,"Yardley, Katolen",,"=""1680991582""","=""9781680991581""",0,4.29,Good Books,Kindle Edition,314,2016,2016,,2025/10/23,to-read,to-read (#1070),to-read,,,,0,0
42415518,The Golden Ratio,Gary B. Meisner,"Meisner, Gary B.",Rafael Araujo,"=""""","=""""",0,3.87,Race Point Publishing,Kindle Edition,221,2022,,,2025/10/23,to-read,to-read (#1069),to-read,,,,0,0
41136144,The Tax Bomb In Your Retirement Accounts: How The Roth IRA Helps You Avoid It (Scandlen Sustainable Wealth Series Book 2),Josh Scandlen,"Scandlen, Josh",,"=""""","=""""",0,4.35,,Kindle Edition,79,2018,,,2025/10/23,to-read,to-read (#1068),to-read,,,,0,0
41946693,"Loonshots: How to Nurture the Crazy Ideas That Win Wars, Cure Diseases, and Transform Industries",Safi Bahcall,"Bahcall, Safi",,"=""1250185971""","=""9781250185976""",0,4.00,St. Martin's Press,Kindle Edition,351,2019,2019,,2025/10/23,to-read,to-read (#1067),to-read,,,,0,0
18887983,"Kelly Capital Growth Investment Criterion, The: Theory And Practice (World Scientific Handbook In Financial Economics Series 3)",Leonard C. Maclean,"Maclean, Leonard C.","Edward O. Thorp, William T. Ziemba","=""981446581X""","=""9789814465816""",0,4.14,World Scientific,Kindle Edition,884,2011,2010,,2025/10/23,to-read,to-read (#1066),to-read,,,,0,0
39692619,Reinvent Your Business Model: How to Seize the White Space for Transformative Growth,Mark W. Johnson,"Johnson, Mark W.",,"=""1633696472""","=""9781633696471""",0,3.98,Harvard Business Review Press,Kindle Edition,275,2018,2018,,2025/10/23,to-read,to-read (#1065),to-read,,,,0,0
53633654,Out-Innovate: How Global Entrepreneurs--from Delhi to Detroit--Are Rewriting the Rules of Silicon Valley,Alexandre Lazarow,"Lazarow, Alexandre",,"=""1633697592""","=""9781633697591""",0,4.22,Harvard Business Review Press,Kindle Edition,336,2020,,,2025/10/23,to-read,to-read (#1064),to-read,,,,0,0
29215343,Narconomics: How to Run a Drug Cartel,Tom Wainwright,"Wainwright, Tom",,"=""""","=""""",0,4.14,PublicAffairs,Kindle Edition,288,2016,2016,,2025/10/23,to-read,to-read (#1063),to-read,,,,0,0
35582459,Creating the Impossible: How to Get Any Project Out of Your Head and into the World in Less Than 90 Days,Michael Neill,"Neill, Michael",,"=""1781809577""","=""9781781809570""",0,4.17,Hay House UK,Kindle Edition,392,2018,,,2025/10/23,to-read,to-read (#1062),to-read,,,,0,0
42013267,"The Purpose of Capital: Elements of Impact, Financial Flows, and Natural Being",Jed Emerson,"Emerson, Jed",,"=""1732453128""","=""9781732453128""",0,3.70,Blended Value Group,Kindle Edition,0,2018,,,2025/10/23,to-read,to-read (#1061),to-read,,,,0,0
41181623,"Season: Big Flavors, Beautiful Food",Nik Sharma,"Sharma, Nik",,"=""1452164215""","=""9781452164212""",0,4.10,Chronicle Books LLC,Kindle Edition,497,2018,,,2025/10/23,to-read,to-read (#1060),to-read,,,,0,0
19454921,"A Life Worth Breathing: A Yoga Master's Handbook of Strength, Grace, and Healing",Max Strom,"Strom, Max",,"=""""","=""""",0,4.26,Skyhorse,Kindle Edition,241,2010,2010,,2025/10/23,to-read,to-read (#1059),to-read,,,,0,0
18751128,The Performance of Open Source Applications,Tavish Armstrong,"Armstrong, Tavish",,"=""""","=""""",0,3.72,,Kindle Edition,252,2013,2013,,2025/10/23,to-read,to-read (#1058),to-read,,,,0,0
45166937,"Obviously Awesome: How to Nail Product Positioning so Customers Get It, Buy It, Love It",April Dunford,"Dunford, April",,"=""1999023013""","=""9781999023010""",0,4.25,Ambient Press,Kindle Edition,204,2019,,,2025/10/23,to-read,to-read (#1057),to-read,,,,0,0
32079209,Buy Buttons: The Fast-Track Strategy to Make Extra Money and Start a Business in Your Spare Time [Featuring 300+ Apps and Peer-to-Peer Marketplaces],Nick Loper,"Loper, Nick",,"=""""","=""""",0,3.97,Bryck Media,Kindle Edition,257,2016,,,2025/10/23,to-read,to-read (#1056),to-read,,,,0,0
25955107,"The Heart of the Buddha's Teaching: Transforming Suffering into Peace, Joy, and Liberation",Thich Nhat Hanh,"Hanh, Thich Nhat",,"=""1101905735""","=""9781101905739""",0,4.33,Harmony,Kindle Edition,276,2015,1998,,2025/10/23,to-read,to-read (#1055),to-read,,,,0,0
9362983,Mindfulness and Money: The Buddhist Path of Abundance,Dominic J. Houlder,"Houlder, Dominic J.",Kulananda Houlder,"=""0307419126""","=""9780307419125""",0,3.40,,Kindle Edition,258,,2002,,2025/10/23,to-read,to-read (#1054),to-read,,,,0,0
40733151,American Prison: A Reporter's Undercover Journey into the Business of Punishment,Shane Bauer,"Bauer, Shane",,"=""0735223599""","=""9780735223592""",0,4.23,Penguin Books,Kindle Edition,366,2018,2018,,2025/10/23,to-read,to-read (#1053),to-read,,,,0,0
8785665,God's Problem: How the Bible Fails to Answer Our Most Important Question—Why We Suffer,Bart D. Ehrman,"Ehrman, Bart D.",,"=""""","=""""",0,3.95,HarperOne,Kindle Edition,306,2009,2008,,2025/10/23,to-read,to-read (#1052),to-read,,,,0,0
41839113,NLP Made Easy: How to Use Neuro-Linguistic Programming to Change Your Life (Made Easy series),Ali Campbell,"Campbell, Ali",,"=""1788172698""","=""9781788172691""",0,3.77,Hay House UK,Kindle Edition,218,2018,,,2025/10/23,to-read,to-read (#1051),to-read,,,,0,0
53503651,"The Victorious Mind: How To Master Memory, Meditation and Mental Well-Being",Anthony Metivier,"Metivier, Anthony",,"=""0648751910""","=""9780648751915""",0,4.06,Advanced Education Methodologies,Kindle Edition,456,2020,2020,,2025/10/23,to-read,to-read (#1050),to-read,,,,0,0
44594765,Mystic by Default,James Bender Swartz,"Swartz, James Bender",,"=""""","=""""",0,4.50,ShiningWorld.com,Kindle Edition,244,2019,2012,,2025/10/23,to-read,to-read (#1049),to-read,,,,0,0
17213869,The Cost of Discipleship,Dietrich Bonhoeffer,"Bonhoeffer, Dietrich","R.H. Fuller, Irmgard Booth","=""""","=""""",0,4.29,Touchstone (Simon & Schuster),Kindle Edition,322,2012,1937,,2025/10/23,to-read,to-read (#1048),to-read,,,,0,0
18901714,What a Plant Knows: A Field Guide to the Senses: Updated and Expanded Edition,Daniel Chamovitz,"Chamovitz, Daniel",,"=""""","=""""",0,4.04,"Scientific American / Farrar, Straus and Giroux",Kindle Edition,196,2012,2012,,2025/10/23,to-read,to-read (#1047),to-read,,,,0,0
18900590,Crazy Sexy Kitchen: 150 Plant-Empowered Recipes to Ignite a Mouthwatering Revolution,Kris Carr,"Carr, Kris",,"=""""","=""""",0,4.04,Hay House LLC,Kindle Edition,511,2012,2012,,2025/10/23,to-read,to-read (#1046),to-read,,,,0,0
18878086,"Forks Over Knives—The Cookbook: Over 300 Simple and Delicious Plant-Based Recipes to Help You Lose Weight, Be Healthier, and Feel Better Every Day",Del Sroufe,"Sroufe, Del","Isa Chandra Moskowitz, Julieanna Hever, Darshana Thacker, Judy Micklewright","=""""","=""""",0,4.13,The Experiment,Kindle Edition,630,2012,2012,,2025/10/23,to-read,to-read (#1045),to-read,,,,0,0
20225596,"Time and Again (Time, #1)",Jack Finney,"Finney, Jack",,"=""143914477X""","=""9781439144770""",0,3.94,Atria Books,Kindle Edition,500,2014,1970,,2025/10/23,to-read,to-read (#1044),to-read,,,,0,0
18619363,The Great Crash 1929,John Kenneth Galbraith,"Galbraith, John Kenneth",,"=""0547575777""","=""9780547575773""",0,3.92,Harper Business,Kindle Edition,226,2024,1955,,2025/10/23,to-read,to-read (#1043),to-read,,,,0,0
18914197,A Thousand Days: John F. Kennedy in the White House,Arthur M. Schlesinger Jr.,"Jr., Arthur M. Schlesinger",,"=""""","=""""",0,4.16,Mariner Books,Kindle Edition,1435,2017,1965,,2025/10/23,to-read,to-read (#1042),to-read,,,,0,0
18652674,"The Joy Of X: A Guided Tour of Math, from One to Infinity",Steven H. Strogatz,"Strogatz, Steven H.",,"=""0547517661""","=""9780547517667""",0,4.05,Mariner Books,Kindle Edition,333,2012,2012,,2025/10/23,to-read,to-read (#1041),to-read,,,,0,0
25386716,Next Stop Execution: The Autobiography of Oleg Gordievsky,Oleg Gordievsky,"Gordievsky, Oleg",,"=""""","=""""",0,4.22,Lume Books,Kindle Edition,440,2015,1995,,2025/10/23,to-read,to-read (#1040),to-read,,,,0,0
39964580,To Have or To Be?,Erich Fromm,"Fromm, Erich",,"=""""","=""""",0,4.18,Open Road Media,Kindle Edition,208,2013,1976,,2025/10/23,to-read,to-read (#1039),to-read,,,,0,0
218861838,Jacques Pépin New Complete Techniques,Jacques Pépin,"Pépin, Jacques",,"=""""","=""""",0,4.50,Black Dog & Leventhal Publishers,Kindle Edition,741,2012,2012,,2025/10/23,to-read,to-read (#1038),to-read,,,,0,0
8225078,"War and Remembrance (The Henry Family, #2)",Herman Wouk,"Wouk, Herman",,"=""""","=""""",0,4.43,Hachette ,Kindle Edition,1396,2010,1978,,2025/10/23,to-read,to-read (#1037),to-read,,,,0,0
54298022,Invent and Wander: The Collected Writings of Jeff Bezos,Jeff Bezos,"Bezos, Jeff",Walter Isaacson,"=""1647820723""","=""9781647820725""",0,3.85,Harvard Business Review Press,Kindle Edition,274,2020,2020,,2025/10/23,to-read,to-read (#1036),to-read,,,,0,0
25850184,Falling Upward: A Spirituality for the Two Halves of Life,Richard Rohr,"Rohr, Richard",,"=""""","=""""",0,4.23,Jossey-Bass,Kindle Edition,242,2011,2004,,2025/10/23,to-read,to-read (#1035),to-read,,,,0,0
28015212,"Profitable Customer Engagement: Concept, Metrics and Strategies",V. Kumar,"Kumar, V.",,"=""""","=""""",0,3.29,Sage Publications Pvt. Ltd,Kindle Edition,336,2013,2013,,2025/10/23,to-read,to-read (#1034),to-read,,,,0,0
36311696,"Infonomics: How to Monetize, Manage, and Measure Information as an Asset for Competitive Advantage",Douglas B. Laney,"Laney, Douglas B.",,"=""""","=""""",0,3.73,Routledge,Kindle Edition,343,2017,,,2025/10/23,to-read,to-read (#1033),to-read,,,,0,0
8139407,A Million Miles in a Thousand Years: What I Learned While Editing My Life,Donald Miller,"Miller, Donald",,"=""""","=""""",0,4.13,,Kindle Edition,288,,2009,,2025/10/23,to-read,to-read (#1032),to-read,,,,0,0
51811688,The Bezos Letters: 14 Principles to Grow Your Business Like Amazon,Steve       Anderson,"Anderson, Steve",Karen Anderson,"=""1642793337""","=""9781642793338""",0,3.96,Morgan James Publishing,Kindle Edition,263,2019,,,2025/10/23,to-read,to-read (#1031),to-read,,,,0,0
32670057,Winter's Bone,Daniel Woodrell,"Woodrell, Daniel",,"=""""","=""""",0,3.86,Back Bay Books,Kindle Edition,225,2007,2006,,2025/10/23,to-read,to-read (#1030),to-read,,,,0,0
39813837,The Ministry of Fear,Graham Greene,"Greene, Graham",,"=""""","=""""",0,3.78,Open Road Media,Kindle Edition,260,2018,1943,,2025/10/23,to-read,to-read (#1028),to-read,,,,0,0
62985073,Radical Candor: Be a Kick-Ass Boss Without Losing Your Humanity,Kim Malone Scott,"Scott, Kim Malone",,"=""""","=""""",0,4.05,St. Martin's Press,Kindle Edition,323,2022,2017,,2025/10/23,to-read,to-read (#1029),to-read,,,,0,0
32791963,"Other Minds: The Octopus, the Sea, and the Deep Origins of Consciousness",Peter Godfrey-Smith,"Godfrey-Smith, Peter",,"=""""","=""""",0,3.88,"Farrar, Straus and Giroux",Kindle Edition,273,2016,2016,,2025/10/23,to-read,to-read (#1027),to-read,,,,0,0
43203716,"HBR's 10 Must Reads on Business Model Innovation (with featured article ""Reinventing Your Business Model"" by Mark W. Johnson, Clayton M. Christensen, and Henning Kagermann) (HBR’s 10 Must Reads)",Harvard Business Review,"Review, Harvard Business","Clayton M. Christensen, Mark W. Johnson, Rita Gunther McGrath, Steve Blank","=""163369688X""","=""9781633696884""",0,4.15,Harvard Business Review Press,Kindle Edition,226,2019,,,2025/10/23,to-read,to-read (#1026),to-read,,,,0,0
12276637,A Whack on the Side of the Head: How You Can Be More Creative,Roger Von Oech,"Oech, Roger Von",,"=""0911121137""","=""9780911121131""",0,3.95,Creative Think,Kindle Edition,331,2011,1973,,2025/10/23,to-read,to-read (#1025),to-read,,,,0,0
50386359,High Profit Secrets: The World’s Top Experts Reveal How They are Crushing It Online Selling Their Knowledge,Anita Plak  Semprimoznik,"Semprimoznik, Anita Plak","Adam Houge, Alinka Rutkowska, Meera Kothand, Scott Allan, Bryan Collins, Geoff Affleck, Ray Brehm, Jeanna Gabellini, Desiree Crowley, Sean Sumner, Brady Patterson, Iman Aghay, Chantelle Paige Turner, Chandler Bolt, Jesse Doubek, Kyla Sims, Marie Van Den Berge, Nathan Buchan, Steve Larsen, Brandon Lucero, Steve Olsher, Brendan Kane","=""9619483014""","=""9789619483015""",0,4.50,,Kindle Edition,278,2020,,,2025/10/23,to-read,to-read (#1024),to-read,,,,0,0
51479002,"Fail Big 2: Crush Fear, Fail Fast and Leverage Success by Going the Extra Mile (Fail Big Series)",Scott  Allan,"Allan, Scott",,"=""""","=""""",0,4.83,,Kindle Edition,135,2020,,,2025/10/23,to-read,to-read (#1023),to-read,,,,0,0
54230865,The Virgin Suicides,Jeffrey Eugenides,"Eugenides, Jeffrey",,"=""""","=""""",0,3.78,"Farrar, Straus and Giroux",Kindle Edition,260,2018,1993,,2025/10/23,to-read,to-read (#1022),to-read,,,,0,0
8543746,The Confessions of Max Tivoli,Andrew Sean Greer,"Greer, Andrew Sean",,"=""""","=""""",0,3.69,,Kindle Edition,290,,2004,,2025/10/23,to-read,to-read (#1021),to-read,,,,0,0
54219822,Unconventional: Out of the Box Thinking in Life and Business,Leonid Tokarsky,"Tokarsky, Leonid",,"=""""","=""""",0,3.89,,Kindle Edition,419,2020,,,2025/10/23,to-read,to-read (#1020),to-read,,,,0,0
42035876,"Ferment: A Guide to the Ancient Art of Culturing Foods, from Kombucha to Sourdough",Holly  Davis,"Davis, Holly",Sandor Ellix Katz,"=""1452179247""","=""9781452179247""",0,4.10,Chronicle Books LLC,Kindle Edition,272,2019,,,2025/10/23,to-read,to-read (#1019),to-read,,,,0,0
26090564,"Always Hungry?: Conquer Cravings, Retrain Your Fat Cells, and Lose Weight Permanently",David  Ludwig,"Ludwig, David",,"=""""","=""""",0,3.70,Grand Central Life & Style,Kindle Edition,493,2025,2015,,2025/10/23,to-read,to-read (#1018),to-read,,,,0,0
55071146,Gilead (Gilead #1),Marilynne Robinson,"Robinson, Marilynne",,"=""""","=""""",0,3.85,"Farrar, Straus and Giroux",Kindle Edition,289,2004,2004,,2025/10/23,to-read,to-read (#1017),to-read,,,,0,0
45480363,We Are La Cocina: Recipes in Pursuit of the American Dream,Caleb Zigas,"Zigas, Caleb","Leticia Landa, Eric Wolfinger","=""1452172005""","=""9781452172002""",0,4.38,Chronicle Books LLC,Kindle Edition,288,2019,,,2025/10/23,to-read,to-read (#1016),to-read,,,,0,0
18922063,"Switch On Your Brain: The Key to Peak Happiness, Thinking, and Health (Includes the '21-Day Brain Detox Plan')",Caroline Leaf,"Leaf, Caroline",,"=""1441244646""","=""9781441244642""",0,3.95,Baker Books,Kindle Edition,225,2013,2007,,2025/10/23,to-read,to-read (#1015),to-read,,,,0,0
49994260,"Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,"Kwik, Jim",,"=""1401958249""","=""9781401958244""",0,4.07,Hay House Inc.,Kindle Edition,343,2020,,,2025/10/23,to-read,to-read (#1014),to-read,,,,0,0
10100782,"59 Seconds: Think a Little, Change a Lot",Richard Wiseman,"Wiseman, Richard",,"=""0307593266""","=""9780307593269""",0,3.80,Anchor,Kindle Edition,338,2009,2009,,2025/10/23,to-read,to-read (#1013),to-read,,,,0,0
41217999,"Remember It!: The Names of People You Meet, All of Your Passwords, Where You Left Your Keys, and Everything Else You Tend to Forget",Nelson Dellis,"Dellis, Nelson","Sanjay Gupta, Adam Hayes","=""""","=""""",0,3.99,ABRAMS Image,Kindle Edition,307,2022,,,2025/10/23,to-read,to-read (#1012),to-read,,,,0,0
50345547,This Book Could Save Your Life: The Real Science of Living Longer Better,Graham Lawton,"Lawton, Graham",,"=""1529362083""","=""9781529362084""",0,4.21,Nicholas Brealey,Kindle Edition,283,2020,,,2025/10/23,to-read,to-read (#1011),to-read,,,,0,0
33003444,The Art of Invisibility: The World's Most Famous Hacker Teaches You How to Be Safe in the Age of Big Brother and Big Data,Kevin D. Mitnick,"Mitnick, Kevin D.",Robert Vamosi,"=""""","=""""",0,3.98,"Little, Brown and Company",Kindle Edition,285,2017,2017,,2025/10/23,to-read,to-read (#1010),to-read,,,,0,0
44312565,Cracking Complexity: The Breakthrough Formula for Solving Just About Anything Fast,David Komlos,"Komlos, David",David Benjamin,"=""1473685664""","=""9781473685666""",0,3.52,Nicholas Brealey,Kindle Edition,251,2019,,,2025/10/23,to-read,to-read (#1009),to-read,,,,0,0
18905709,Mastering the VC Game: A Venture Capital Insider Reveals How to Get from Start-up to IPO on Your Terms,Jeffrey Bussgang,"Bussgang, Jeffrey",,"=""110142737X""","=""9781101427378""",0,3.90,Portfolio,Kindle Edition,259,2010,2010,,2025/10/23,to-read,to-read (#1008),to-read,,,,0,0
34952646,The Blossom Cookbook: Classic Favorites from the Restaurant That Pioneered a New Vegan Cuisine,Ronen Seri,"Seri, Ronen",Pamela Elizabeth,"=""0399184899""","=""9780399184895""",0,4.02,Avery,Kindle Edition,206,2017,,,2025/10/23,to-read,to-read (#1007),to-read,,,,0,0
19428477,How to Make Money in Stocks:  A Winning System in Good Times and Bad,William J. O'Neil,"O'Neil, William J.",,"=""0071614141""","=""9780071614146""",0,4.06,McGraw-Hill Education,Kindle Edition,689,2009,1988,,2025/10/23,to-read,to-read (#1006),to-read,,,,0,0
40884324,Happiness: A Guide to Developing Life's Most Important Skill,Matthieu Ricard,"Ricard, Matthieu",,"=""""","=""""",0,4.09,"Little, Brown and Company",Kindle Edition,308,2008,2003,,2025/10/23,to-read,to-read (#1005),to-read,,,,0,0
43181712,Think Like Amazon: 50 1/2 Ideas to Become a Digital Leader,John Rossman,"Rossman, John",,"=""1260455505""","=""9781260455502""",0,4.08,McGraw Hill,Kindle Edition,322,2019,,,2025/10/23,to-read,to-read (#1004),to-read,,,,0,0
54388921,The Everything Store: Jeff Bezos and the Age of Amazon,Brad Stone,"Stone, Brad",,"=""""","=""""",0,4.14,"Little, Brown and Company",Kindle Edition,386,,2013,,2025/10/23,to-read,to-read (#1003),to-read,,,,0,0
